,data,target
4951,What does the name `` Sheri '' mean ?,DESC
4952,What is the text of the Fifth Amendment ?,DESC
4953,"Who provides telephone service in Orange County , California ?",HUM
4954,Who is the creator of `` The Muppets '' ?,HUM
4955,What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?,HUM
4956,How did people respond to the idea of the first millenium ?,DESC
4957,What continent 's name appears on the upper left corner of a Budweiser label ?,LOC
4958,A corgi is a kind of what ?,ENTY
4959,Where is the official `` zero '' of the sea level ?,LOC
4960,What well-known TV talk show host was a lay preacher by the time he was seventeen ?,HUM
4961,"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?",DESC
4962,Who was Thucydides ?,HUM
4963,Where did Ty Cobb grow up ?,LOC
4964,President Bush compared Saddam Hussein to whom ?,HUM
4965,In what deodorant commercial did tenants have adjoining medicine cabinets ?,ENTY
4966,Who died 1 feet from where John F. Kennedy did ?,HUM
4967,What film marked Robert Redford 's directorial debut ?,ENTY
4968,Who was the first person to study the stars ?,HUM
4969,What was the first U.S.-based team in the NHL ?,HUM
4970,What year did the Vietnam War end ?,NUM
4971,What was Queen Victoria 's title regarding India ?,HUM
4972,What country contains Africa 's northernmost point ?,LOC
4973,What does Lloyd 's Lutine Bell announce ?,DESC
4974,How many American soldiers remain unaccounted from the Vietnam war ?,NUM
4975,What astronomical phenomenon takes place in Jan. 1999 ?,ENTY
4976,What gate opened on East and West Berlin ?,LOC
4977,How long ago was the Roe vs. Wade decision by the Supreme Court ?,NUM
4978,What is the best selling computer model ever ?,ENTY
4979,What is power steering ?,DESC
4980,Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,HUM
4981,What are some important events of the 1830 's ?,ENTY
4982,"What are the world 's three largest oceans , in order of size ?",LOC
4983,What impenetrable system of French fortifications was built along the German frontier before World War II ?,ENTY
4984,Who was the first animal into space ?,ENTY
4985,What is endometriosis ?,DESC
4986,What is thermal equilibrium ?,DESC
4987,What three colors are on the French flag ?,ENTY
4988,How many head injuries are there in recreational ice skating each year ?,NUM
4989,How many states have a `` lemon law '' for new automobiles ?,NUM
4990,What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?,HUM
4991,On what avenue is the original Saks department store located ?,LOC
4992,What was the proper Laugh-In respones to,DESC
4993,What is the dot on an the letter i called ?,ENTY
4994,Who invented television ?,HUM
4995,What are the first and last letters of the Greek alphabet ?,ENTY
4996,What is the origin of the word `` mind '' ?,DESC
4997,What part did Benjamin Franklin play in the development of the newspaper in America ?,HUM
4998,What country offered Albert Einstein its presidency in 1952 ?,LOC
4999,Why are the U.S. presidential elections held in November ?,DESC
5000,What are all the southern states of the United States ?,LOC
5001,Name the Marvel team loosely based on DC 's Justice League of America ?,HUM
5002,What is the function of RAM ?,DESC
5003,What are common methods used to regulate monopolies ?,ENTY
5004,What can you be fined for having a dog on a beach ?,NUM
5005,What Russian city used to be called St. Petersburg and Petrograd ?,LOC
5006,What organization was founded by the Rev. Jerry Falwell ?,HUM
5007,What type of betting is used in horse racing ?,ENTY
5008,Who is Samuel Pickering ?,HUM
5009,What creature scares people in the film `` Jaws '' ?,ENTY
5010,What is the history of Valentine 's Day cards ?,DESC
5011,What are the snakes of New England ?,ENTY
5012,What is a person called that likes fire ?,HUM
5013,What are the Benelux countries ?,LOC
5014,What country did the Nile River originate in ?,LOC
5015,What was the Christian name of the title character in Our Miss Brooks ?,HUM
5016,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,ENTY
5017,What is splatterpunk ?,DESC
5018,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",HUM
5019,Why was Curious George curious ?,DESC
5020,What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,DESC
5021,What are the developmental stages of a swimmer ?,ENTY
5022,Kosovo is a province of what country ?,LOC
5023,Why is Rush 's 2112 called 2112 ?,DESC
5024,Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?,HUM
5025,What is the best-selling television soundtrack of all time ?,ENTY
5026,"What feud ended with a marriage in Kentucky on March 21 , 1891 ?",ENTY
5027,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,HUM
5028,What is the name of Miss India 1994 ?,HUM
5029,What are fingernails made of ?,ENTY
5030,What is the longest English word that can be formed using just the first row of letters on a typewriter ?,ENTY
5031,Who was the first black woman to star in the Folies Bergeres ?,HUM
5032,What is a fear of women ?,ENTY
5033,Where was Tesla born ?,LOC
5034,What do the names Andrew and Christina mean ?,DESC
5035,What articles of clothing are tokens in Monopoly ?,ENTY
5036,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",HUM
5037,How many times larger than life size is the Statue of Liberty ?,NUM
5038,Who used AuH2O as an election slogan ?,HUM
5039,How far is the longest hole in 1 on any golf course and where did it happen ?,NUM
5040,Which German president was pressured into appointing Hitler chancellor in 1933 ?,HUM
5041,What are all the southern states of the U.S. ?,LOC
5042,Who was Shakespeare 's Moorish general ?,HUM
5043,What is the difference between a median and a mean ?,DESC
5044,What is Archimedes famous for ?,DESC
5045,What does a farrier put shoes on ?,ENTY
5046,What film or films has Jude Law appeared in ?,ENTY
5047,"What country , after Canada and Mexico , is closest to the U.S. ?",LOC
5048,What is the historical relationship of Catholic Church and bingo ?,DESC
5049,Aspartame is also known as what ?,ENTY
5050,How many holes are there in a tenpin bowling ball ?,NUM
5051,"Where can one find information on religion and health , the brain and nutrition ?",LOC
5052,What percentage of the silver production is done by independent silversmiths ?,NUM
5053,How can I give myself a French manicure ?,DESC
5054,How many years did it take James Joyce to write Ulysses ?,NUM
5055,Name the men 's cologne that is associated with the sea .,ENTY
5056,How many people was Randy Craft convicted of killing ?,NUM
5057,What are tannins ?,DESC
5058,How do I get another city 's newspaper ?,DESC
5059,Where is Tufts University ?,LOC
5060,What lake is Sheboygan on ?,LOC
5061,What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?,HUM
5062,What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?,ENTY
5063,What was John F. Kennedy 's 1960 campaign song ?,ENTY
5064,How many languages are there in the world ?,NUM
5065,What is the history of Buffalo chicken wings ?,DESC
5066,What is platinum ?,DESC
5067,Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,HUM
5068,What 's the common name for acetylsalicylic acid ?,ENTY
5069,Why is Microsoft 's Windows 3 software so successful ?,DESC
5070,What 's the difference between carelessness and carefreeness ?,DESC
5071,What does ` PSI ' stand for ?,ABBR
5072,How can I get rich quick ?,DESC
5073,What are bear and bull markets ?,DESC
5074,What are hook worms ?,DESC
5075,How did Rocky Marciano die ?,DESC
5076,Where did the myth of Santa Claus originate ?,LOC
5077,In what city is the US Declaration of Independence located ?,LOC
5078,What famous film and TV cowboy lent his name to a fast food chain ?,HUM
5079,What is the fastest commercial automobile that can be bought in the US ?,ENTY
5080,How many hostages were killed in the Entebbe raid ?,NUM
5081,Which is the wealthiest country in the world ?,LOC
5082,Where is Natick ?,LOC
5083,What are new computer games for Windows 95 or 98 ?,ENTY
5084,Name a tiger that is extinct .,ENTY
5085,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,NUM
5086,Who patented the first phonograph ?,HUM
5087,Who was with Patricia Hearst the night she was kidnaped ?,HUM
5088,How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,NUM
5089,What is a fear of slime ?,ENTY
5090,Where can one find Rider College ?,LOC
5091,What does saliva consist of ?,ENTY
5092,About how many Americans are still unaccounted for from the Vietnam war ?,NUM
5093,What is Mikhail Gorbachev 's middle initial ?,ABBR
5094,What are the three most successful companies of our time ?,HUM
5095,Who was considered to be the father of psychology ?,HUM
5096,How many warmup pitches does a reliever get coming into a baseball game ?,NUM
5097,When was Babe Ruth born ?,NUM
5098,How is energy created ?,DESC
5099,What is the abbreviation of General Motors ?,ABBR
5100,Who is the monarch of the United Kingdom ?,HUM
5101,In what religion was Isis the nature goddess ?,ENTY
5102,What is Linux ?,DESC
5103,Who did Napolean defeat at Jena and Auerstadt ?,HUM
5104,What mammal of North America is the world 's longest-lived for its size ?,ENTY
5105,Why does a woman have to be a virgin to be a nun ?,DESC
5106,What is a fear of sinning ?,ENTY
5107,What is the geographical center of the US including Alaska and Hawaii ?,LOC
5108,What is the origin of blue for boys and pink for girls ?,DESC
5109,What are the world 's four oceans ?,LOC
5110,What was the business of the animated Sky Hawks ?,HUM
5111,Who was Secretary of State during the Nixon administration ?,HUM
5112,What explorers followed Columbus to the Americas ?,HUM
5113,What is a fear of disease ?,ENTY
5114,What does a teaspoon of matter weigh in a black hole ?,NUM
5115,How many times a year does the American Gourd Society publish The Gourd ?,NUM
5116,What is the Viking Prince 's first name ?,HUM
5117,What does a spermologer collect ?,ENTY
5118,How many words are there in the Spanish language ?,NUM
5119,What 's the staff of life mentioned in the Lord 's Prayer ?,DESC
5120,What does the `` c '' stand for in the equation E=mc2 ?,ABBR
5121,What are dinosaur droppings called ?,ENTY
5122,What was the name of Robert Fulton 's most famous steamboat ?,ENTY
5123,Who invented the radio ?,HUM
5124,How do vending machines tell if your dollar is a 1 or a 5 ?,DESC
5125,What are some good exercises for kids to do ?,ENTY
5126,What happened to Pepsi Clear ?,DESC
5127,What baseball player was known as Charley Hustle ?,HUM
5128,What was the `` Dead Man 's Hand '' ?,DESC
5129,How many people have been Captain America ?,NUM
5130,Where is Amsterdam ?,LOC
5131,Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?,HUM
5132,Who created Big Ben ?,HUM
5133,What is money made of ?,ENTY
5134,What is the name of the highest mountain in Africa ?,LOC
5135,What did brontosauruses eat ?,ENTY
5136,What is Jane Goodall known for ?,DESC
5137,What city was Martin Luther King Jr. assassinated in ?,LOC
5138,How many letters appear with the numbers 2 to 9 on a telephone dial ?,NUM
5139,What was the first English play written exclusively for children ?,ENTY
5140,What 's the longest river in the world ?,LOC
5141,Who is the leading competitor of Trans Union Company ?,HUM
5142,Who wrote ` The Pines of Rome ' ?,HUM
5143,Which king signed the Magna Carta ?,HUM
5144,"What creature is the absolute fastest in moving in the world , birds , mammals , etc. , ?",ENTY
5145,What kind of habitat does the scorpion live in ?,LOC
5146,What 's a `` coup de poing '' to a French boxer ?,DESC
5147,"What garment was named for Bradley , Voorhees and Day ?",ENTY
5148,How many times a day does the typical person go to the bathroom ?,NUM
5149,How many years did Sleeping Beauty sleep ?,NUM
5150,What stadium do the Miami Dolphins play their home games in ?,LOC
5151,What was Mao 's second name ?,HUM
5152,Where is `` Global Schoolhouse '' ?,LOC
5153,When did the vesuvius last erupt ?,NUM
5154,What are the Twin Cities ?,DESC
5155,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,HUM
5156,What diamond producer controls about 80% of the world 's diamonds ?,HUM
5157,When was the NFL established ?,NUM
5158,"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",HUM
5159,How many rings are there on a five-zone archery target ?,NUM
